"BATCH_FILE","ITEM","BLOCKS_SEEN","NUMBER_VERDICT","WAY_UP","PHOTO_NOTES","WORDS_VERDICT","WORDS_NOTE","NAME_VERDICT","NAME_NOTE","OTHER_PROBLEMS","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_01_OF_13_V10F_W0220__cards_01-10__READER_A.json","30","029","DIFFERENT NUMBER","1:UPRIGHT 2:UPRIGHT","1=[029] Spiral notebook sheet 'Let me explain my life in a way that you can see it... Checkmate... I've lost all hope of saving mankind'. || 2=[029] Turned copy: second sheet 'If I save myself... There are still mountains to climb'. This replacement file is the right way up.","SHEET WORDS NOT TYPED","Only 5 lines of sheet 1 are typed ('I'm playing a game... The General wants me to die'). The rest of sheet 1 (about 25 lines) and all of sheet 2 (photo 2) are not typed.","OK","'Checkmate' is a line/hook on the sheet (no written title).","Both photos show blocks 0-2-9 = item 29, not 30. These photos belong on number 29 and should come off 30.","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_01_OF_13_V10F_W0220__cards_01-10__READER_A.json","32","032","MATCHES","1:UPRIGHT","1=[032] Loose-leaf sheet with drawn title 'Get outta my house' and house doodle, full lyric.","MATCH","","OK","Title drawn at top of the sheet.","Summary says 'two sheets - two different pieces on same card number' but the card has only one photo of one sheet.","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_01_OF_13_V10F_W0220__cards_01-10__READER_A.json","34","034","MATCHES","1:UPRIGHT","1=[034] Loose-leaf sheet, cursive, 'Smashed is the equality, livin' in this world of sin... I only hurt myself'.","MATCH","","NOT FROM THIS SHEET","'GETTING JUICED' is not written on the pictured sheet (no title; nearest line is 'doesn't have the juice'). It may be on the unpictured sheet 2 (shot 89); if not, use first line 'Smashed is the equality'.","Summary describes a second sheet (shot 89, bubbles and cage drawings) that is not among this card's photos - a photo may be missing.","FAIRLY SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_01_OF_13_V10F_W0220__cards_01-10__READER_A.json","35","035","MATCHES","1:UPRIGHT 2:UPRIGHT 3:UPRIGHT","1=[NONE readable (blocks cut off at top edge)] Group shot of both Homeless Man sheets, one above the other. || 2=[035] Close-up of spiral sheet 'Homeless man in the alley... Worrying about the way it ought to be'. || 3=[035] Close-up of second sheet 'I am basically: / The world is basically:' version with numbered 1-4 lines.","SMALL DIFFERENCES","Both pictured sheets are typed, but the photo-2 sheet is typed twice (as '[Left page text]' and again after '---'), and the first copy drops 'When he wakes up'. Right-page copy drops 'When he awakes'.","OK","First line and heading of the sheets.","Summary says 'numbered 4 in cards' - blocks read 035.","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_01_OF_13_V10F_W0220__cards_01-10__READER_A.json","36","036","MATCHES","1:UPRIGHT","1=[036] Loose sheet 'Well I'm... Struggling against the tide / Pen and paper by my side... But the world keeps on turning'.","TYPED WORDS INCLUDE A SHEET NOT PICTURED","First section matches the sheet. The 'Rehab - day 2 / WASTED TIME' and 'REALITY / Reality check' sections after '---' are on no photo here.","NOT FROM THIS SHEET","Name is item 35's (Homeless Man). This sheet should be e.g. 'Struggling against the tide' (first line 'Well I'm... Struggling against the tide').","Summary ('three shots - 104 group, 105/106 close-ups') describes item 35's photos, not this card's single photo.","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_01_OF_13_V10F_W0220__cards_11-20__READER_A.json","40","040","MATCHES","1:UPRIGHT 2:UPRIGHT","1=[0-4-0] Torn, stained loose-leaf sheet: first draft 'I watch the smoke rising...' with King Kong bong lines and a column of rhymes (Dong, Fong, gong... wong). || 2=[0-4-0] Second torn sheet: cleaner version 'I watched the smoke rising up from the flames...' ending 'And its never done me wrong'.","TYPED WORDS INCLUDE A SHEET NOT PICTURED","Parts 1 and 2 match photos 1 and 2. Part 3 ('I've given up on feeding my addiction... Or else face regrets on the day of your dying') is on neither photo.","OK","Exact phrase not written, but built from the hook 'called King Kong' / 'my bong'.","None seen beyond the extra typed section.","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_01_OF_13_V10F_W0220__cards_11-20__READER_A.json","41","041","MATCHES","1:UPRIGHT","1=[0-4-1] One hole-punched loose-leaf sheet, faint title PERHAPS, pencil/grey writing 'Oh, someone free me from this misery...' ending '-> perhaps'.","MATCH","Typed text follows the sheet; line 2 continuation 'it should be' is dropped, small.","OK","PERHAPS is the title written at the top.","Summary is wrong: says 'spiral notebook, two sheets, water/liquid stains on shot 133' - photo is ONE hole-punched loose-leaf sheet, and shot 133 is item 40's photo.","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_01_OF_13_V10F_W0220__cards_11-20__READER_A.json","42","042","MATCHES","1:UPRIGHT 2:UPRIGHT","1=[0-4-2] Pink sheet, handwritten ink 'All dark and depressing thoughts fade away...' ending 'Once I said good bye to you'. || 2=[0-4-2] Other side of the pink sheet: printed Dodge Street Bar & Grill, Salem MA, August 2003 music schedule.","MATCH","Handwritten lyric and the printed flyer back are both typed and match.","NOT FROM THIS SHEET","'PEP - HOPE' is not written anywhere on the sheet. From the sheet: 'All dark and depressing thoughts fade away' (first line).","Summary says 'loose leaf, pencil' - it is pink paper written in ink, with a printed Dodge Street August 2003 flyer on the back.","FAIRLY SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_01_OF_13_V10F_W0220__cards_11-20__READER_A.json","47","047","MATCHES","1:UPRIGHT","1=[0-4-7] Loose-leaf sheet, alphabet across the top, 'Tick Tock back and forth moves the clock...' ending 'no freer than their dog on his leash'.","MATCH","Typed text matches the sheet (last line 'on his leash' typed 'on a leash', tiny).","OK","First line.","Summary says alphabet is 'written down both margins' - it runs once across the top. Summary 'numbered 7 in cards' - blocks read 047.","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_01_OF_13_V10F_W0220__cards_11-20__READER_A.json","48","048","MATCHES","1:UPRIGHT","1=[0-4-8] Overlapping torn notebook sheets, blue ink: 'I Don't mind when most people say...', 'I've got something on my mind...', ending 'sometimes you're Roy'.","MATCH","Typed text follows all three blocks of writing, with [?] for hard spots.","NOT FROM THIS SHEET","'DOWNWARD SPIRAL' is not written on the sheet. From the sheet: 'I've got something on my mind' (hook) or first line 'I Don't mind when most people say'.","None.","FAIRLY SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_01_OF_13_V10F_W0220__cards_11-20__READER_A.json","56","056","MATCHES","1:UPRIGHT","1=[0-5-6 (the 5 is written like an S)] Typed printout page 18 'RUMORS FROM HEAVEN' with handwritten verse on top, names Jerry/George added, and long handwritten margin and bottom verses (Bobby Dylan, Keith Richards, Elvis, Sinatra).","MATCH","Typed text follows the sheet up to the cut ('They all got the same room upstairs...'); rest cut for the check. 'And Lough the landlord' should read 'And though their landlord' - small misread.","OK","Printed title on the sheet.","Summary calls it 'loose leaf, dense handwriting, heavy crossouts' - it is a typed printout with handwritten additions. 'numbered 6 in cards' - blocks read 056.","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_01_OF_13_V10F_W0220__cards_11-20__READER_A.json","61","061","MATCHES","1:UPRIGHT","1=[0-6-1] Torn loose-leaf sheet, title 'Disciple of Dirt', 'What will break the spell?...' ending 'No desire to climb no risk to fall'.","MATCH","Small misreads only ('suit disciple' is crossed-out 'dirt disciple'; 'no wish to fall' is 'no risk to fall').","OK","Title written at the top.","Summary says 'red ink title decoration' - no red ink visible, all dark ink. 'numbered 8 in cards' - blocks read 061.","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_01_OF_13_V10F_W0220__cards_11-20__READER_A.json","67","067","MATCHES","1:UPRIGHT 2:UPRIGHT","1=[0-6-7] Full loose-leaf sheet 'When I was a boy daddy dressed me in white...' ending 'kept my face white'. || 2=[0-6-7] Second loose-leaf sheet with 2 lines: 'For Sundays and picnics mom would wash my white clothes / And then I'd get them dirty wherever we'd go'.","SMALL DIFFERENCES","Both sheets are typed and match, but the page-2 section contains leftover reader notes ('[read/page 2 - shot 223] TITLE : [NONE] PAPER : loose sheet LINES : 2 TEXT :') and the 2 lines are typed twice.","OK","First line.","Summary is wrong: 'partial page - 3 lines visible, card 7.6.0 confirmed' - page 1 is a full sheet and blocks read 0-6-7. Reader junk text in typed words would show to a buyer.","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_01_OF_13_V10F_W0220__cards_11-20__READER_A.json","70","070","MATCHES","1:UPRIGHT 2:UPRIGHT","1=[0-7-0] Loose-leaf sheet, blue cursive, numbered lines 1-14 'A cop asked the witnesses did you see the driver of the car?...'. || 2=[0-7-0] Second sheet, scribbled-out top lines, verses 15-20 and closing 'To the girl on the run... turning yourself in'.","SMALL DIFFERENCES","Line 13 typed as 'two lives were [crossed out text] as soon as it begun' - sheet reads 'two lives were almost taken as soon as they begun' ('almost taken' missing).","OK","First line.","None.","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_01_OF_13_V10F_W0220__cards_11-20__READER_A.json","75","075","MATCHES","1:UPRIGHT 2:UPRIGHT 3:UPRIGHT","1=[0-7-5 (5 written like S); two cut-off blocks at the right edge, unreadable] Both sheets together, angled shot: 'My Girlfriend's house' sheet behind, 'Come for a ride' sheet in front. || 2=[0-7-5] Sheet 1 'My Girlfriend's house -> Parents' home...' ending 'We'll keep singing our song til the music fades'. || 3=[0-7-5] Sheet 2 'Come for a ride and I'll take you away...' ending 'I think its time for us to go (to the) parking lot'.","SMALL DIFFERENCES","Sheet 1 is typed twice (before and after the '---'). The first copy leaves out 'Because of these lies: / We make love outside' and the last two lines 'This is our little secret so we'll play our charades / We'll keep singing our song til the music fades'. Sheet 2 matches.","OK","Hook 'Because of these lies'.","Summary is wrong: 'numbered 8+6 in cards - continuation of card 8 sequence' - blocks read 075. Photo 1 shows two cut-off number blocks at the right edge (another piece's blocks in frame, unreadable).","FAIRLY SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_01_OF_13_V10F_W0220__cards_21-30__READER_A.json","83","083","MATCHES","1:UPRIGHT","1=[083] One loose-leaf sheet, black ink lyrics, big outlined title PERCHING ON POWER LINES with a power-line drawing at bottom","MATCH","Typed words match the sheet line for line.","OK","Title PERCHING ON POWER LINES is drawn on the sheet.","Summary says two sheets (black ink with arrow diagram + a pencil sheet); the photo shows one black-ink sheet, no arrow diagram, no pencil sheet.","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_01_OF_13_V10F_W0220__cards_21-30__READER_A.json","84","084","MATCHES","1:UPRIGHT","1=[084] One loose-leaf sheet, crossed-out 'Rehab - day 1' above bubble title PAYING YOUR DUES, full lyric","MATCH","Matches. 'Rehab - day 1' is crossed out on the sheet but typed as plain text.","OK","Title PAYING YOUR DUES is on the sheet.","Summary says 'continuation' but the sheet is a complete song with its own title.","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_01_OF_13_V10F_W0220__cards_21-30__READER_A.json","86","086","MATCHES","1:UPRIGHT","1=[086] One torn-edge loose-leaf sheet, purple/brown ink, title CLOSER TO GOD","TYPED WORDS INCLUDE A SHEET NOT PICTURED","The second part 'The Gambler' (All the cards fell off the table...) is on no photo. Also small misread: sheet says 'I wear my work / Like a bad tatoo', typed 'I wear my tatoo'.","OK","Title CLOSER TO GOD is on the sheet.","","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_01_OF_13_V10F_W0220__cards_21-30__READER_A.json","89","089","MATCHES","1:UPRIGHT 2:UPRIGHT","1=[089] Yellow legal-pad sheet, title DAYLIGHT AGAIN, first half of the song down to 'Trapped in a tunnel' || 2=[089] Second yellow legal-pad sheet, rest of the song 'Light dim in either direction' to 'Until there's daylight again'","TYPED WORDS INCLUDE A SHEET NOT PICTURED","The third part 'The Golden Rule' (Somebody asked me why I went catholic...) is on no photo. The two DAYLIGHT AGAIN sheets match.","OK","Title DAYLIGHT AGAIN is on sheet 1.","Summary says 'spiral, torn'; the photos show yellow legal-pad paper, not spiral.","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_01_OF_13_V10F_W0220__cards_21-30__READER_A.json","90","090","MATCHES","1:UPRIGHT","1=[090] One loose-leaf sheet, title MIDAS TOUCH, ten lines, lower half blank","TYPED WORDS INCLUDE A SHEET NOT PICTURED","The second part 'GAUGING TIME' (Cracks upon the walls...) is on no photo. MIDAS TOUCH part matches.","OK","Title MIDAS TOUCH is on the sheet.","","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_01_OF_13_V10F_W0220__cards_21-30__READER_A.json","98","098","MATCHES","1:UPRIGHT","1=[098] Two white loose-leaf sheets: top one is a DOT DOT SPACE draft with rhyme lists at top and a heavily scribbled-out block; lower one has numbered (14) lines 'I've given you everything I've got...'","TYPED WORDS INCLUDE A SHEET NOT PICTURED","The part after '---' ('Because only when the people know can they resist...') is on no photo. Also the last two lines on the lower sheet ('Two hearts once burned... fireplace', 'light in your eyes been dwindling at this same familiar pace') are not typed.","NOT FROM THIS SHEET","DAYLIGHT AGAIN is not on this sheet (it is item 89's title). Sheet is a draft of DOT, DOT, SPACE; first line 'I've finally decided to give you a piece of my mind'.","Summary says 'YELLOW LEGAL PAD'; the photo shows white loose-leaf paper.","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_01_OF_13_V10F_W0220__cards_21-30__READER_A.json","100","100","MATCHES","1:UPRIGHT","1=[100] One spiral-torn loose-leaf sheet, no title, 'When she calls you up' through 'And you say Please...'","TYPED WORDS INCLUDE A SHEET NOT PICTURED","Only the first section ('When she calls you up' ... 'And you say Please...') is pictured. The three later sections ('Waking up to a cold and breezy september morning', 'With this dark sky forshadowing impending doom', 'The town was empty the streets were clear') are on no photo.","NOT FROM THIS SHEET","WALKING ALONE is not written on the pictured sheet. From the sheet: 'WHEN SHE CALLS YOU UP' (first line).","Summary says 'large decorated title with brackets around stanza sections'; the photo has no title and no brackets.","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_01_OF_13_V10F_W0220__cards_21-30__READER_A.json","102","102","MATCHES","1:UPRIGHT 2:UPRIGHT 3:UPRIGHT 4:UPRIGHT","1=[102] Spiral-torn sheet A, bubble title DOT, DOT, SPACE, full verses with numbered margins || 2=[102 (cut off at top edge, only bottoms of 1 and 2 visible)] Sheet A and sheet B laid together; corner of an unrelated sheet visible at left ('morning / remember') || 3=[102] Sheet A again, close-up, same as photo 1 || 4=[102] Sheet B: 'I've given you everything I've got', circled rewrite lines, crossed-out 'I was going to write more'","SMALL DIFFERENCES","First block matches sheet A. The block after '---' is the same sheet A typed a second time, not a different draft. Sheet B's words (photo 4) do not appear before the 1800-char cut, so could not be confirmed.","OK","Title DOT, DOT, SPACE is on sheet A.","Summary says '4 sheets ... loose leaf cursive'; photos show 2 sheets (4 photos, sheet A shot twice), printed hand on spiral-torn paper.","FAIRLY SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_01_OF_13_V10F_W0220__cards_21-30__READER_A.json","103","103","MATCHES","1:UPRIGHT","1=[103] One loose-leaf sheet, bubble title JUST ANOTHER MEMORY, 'emmilija' written at top right","MATCH","Matches the sheet (small misreads of edits only).","OK","Title JUST ANOTHER MEMORY is on the sheet.","Summary says 'spiral notebook, two more sheets - same song as items 102'; photo is one sheet of a different song, not DOT DOT SPACE.","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_01_OF_13_V10F_W0220__cards_21-30__READER_A.json","104","104","MATCHES","1:UPRIGHT","1=[104] One spiral-torn sheet, title FROM A DISTANCE (Sillonette of a Stranger), lyrics with syllable counts and boxed notes/arrows at bottom","MATCH","Lyrics and boxed notes match the sheet (small misreads only).","OK","Title FROM A DISTANCE is on the sheet.","Summary says labeled 'IGGY'S ANTHEM' with song numbers 394/401 in corner; neither is visible on the photo.","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_02_OF_13_V10F_W0220__cards_01-10__READER_A.json","105","105","MATCHES","1:UPRIGHT 2:UPRIGHT","1=[1-0-5] Two sheets laid top to bottom: top is the 'Eyes that you can't see' sheet (12 counts in margin); lower is a spiral-torn sheet with 'veronas valencia' written sideways, 'The New World Order's rapidly gaining control' stanza and 'Billeberg's the puppetmaster' stanza. || 2=[1-0-5] Close-up of the top sheet: 'Eyes from the sky that you can't see are watching you' ... 'there's little Doubt', 12 syllable counts in left margin.","TYPED WORDS INCLUDE A SHEET NOT PICTURED","Typed words go on to 'I share my darkness with the morning...', 'Perhaps I'm being too critical...' and 'My darling Roxanne...' - none of those are on either photo. Also the pictured stanza 'The New World Order's rapidly gaining control / Total world domination... / ...go watch Alex Jones / One press of the button...' (photo 1, lower sheet) is missing from the typed words.","OK","First line of the sheet.","Summary says 'A/B rhyme scheme mapped in left margin' - the margin shows 12 syllable counts, not A/B marks (the A/B circles are on item 106).","SURE"
